0,68,1023
5,68,1023
10,68,1023
15,68,1023
20,68,1023
25,68,1023
30,68,1023
35,67,1023
40,67,1016
45,67,1023
50,67,1023
55,66,1023
60,66,1023
65,66,1023
70,68,1023
75,68,1023
80,70,1023
85,70,1023
90,70,1023
95,70,1023
100,70,1023
105,66,1023
110,66,1022
115,68,1023
120,68,1023
125,69,1023
130,69,1023
135,69,1023
140,69,1023
145,69,1023
150,68,1023
155,68,1023
160,68,1023
165,68,1023
170,68,1023
175,68,1023
180,68,1023
185,68,1023
190,68,1023
195,66,1023
200,66,1023
205,66,1023
210,66,1023
215,66,1023
220,66,1023
225,66,1019
230,67,1023
235,67,1023
240,67,1023
245,67,1023
250,67,1023
255,66,1023
260,66,1012
265,66,1023
270,66,1023
275,69,1023
280,69,1023
285,69,1023
290,68,1023
295,68,1023
300,69,1023
305,69,1023
310,69,1023
315,69,1023
320,69,1023
325,67,1023
330,67,1023
335,66,1023
340,66,1023
345,66,1023
350,66,1010
355,66,1023
360,67,1023
365,67,1023
370,70,1023
375,70,1023
380,68,1023
385,68,1023
390,68,1023
395,67,1023
400,67,1023
405,67,1023
410,67,1023
415,67,1023
420,66,1023
425,66,1017
430,69,1023
435,69,1023
440,68,1023
445,68,1023
450,68,1023
455,66,1023
460,66,1023
465,67,1023
470,67,1023
475,67,1023
480,67,1023
485,67,1023
490,67,1023
495,67,1023
500,66,1023
505,66,1023
510,68,1023
515,68,1023
520,68,1023
525,68,1023
530,68,1023
535,68,1023
540,68,1023
545,68,1023
550,68,1023
555,68,1023
560,68,1023
565,68,1023
570,68,1023
575,68,1023
580,68,1023
585,68,1023
590,68,1023
595,70,1023
600,70,1023
605,68,1023
610,68,1023
615,67,1023
620,67,1023
625,67,1023
630,67,1023
635,67,1023
640,66,1023
645,66,1023
650,69,1023
655,69,1023
660,69,1023
665,68,1023
670,68,1017
675,69,1023
680,69,1023
685,68,1023
690,68,1023
695,68,1023
700,68,1023
705,68,1023
710,66,1023
715,66,1023
720,67,1023
725,67,1023
730,67,1023
735,66,1016
740,66,1023
745,67,1023
750,67,1023
755,66,1023
760,66,1012
765,66,1023
770,67,1023
775,67,1023
780,70,1023
785,70,1023
790,68,1023
795,68,1013
800,66,1023
805,66,1023
810,68,1023
815,68,1023
820,68,1023
825,68,1023
830,68,1022
835,67,1023
840,67,1023
845,68,1023
850,68,1022
855,66,1023
860,66,1023
865,66,1023
870,68,1023
875,68,1023
880,64,1023
885,64,1023
890,69,1023
895,69,1023
900,69,1023
905,66,1023
910,66,1023
915,65,1023
920,65,1023
925,66,1023
930,66,1023
935,66,1023
940,66,1023
945,66,1023
950,68,1023
955,68,1023
960,68,1023
965,68,1021
970,68,1023
975,68,1023
980,66,1023
985,66,1023
990,67,1023
995,67,1023
1000,67,1023
1005,67,1023
1010,67,1023
1015,67,1023
1020,67,1023
1025,67,1023
1030,67,1023
1035,69,1023
1040,69,1023
1045,69,1023
1050,68,1023
1055,68,1023
1060,67,1023
1065,67,1023
1070,68,1016
1075,68,1023
1080,71,1023
1085,71,1023
1090,71,1023
1095,67,1023
1100,67,1023
1105,65,1023
1110,65,1023
1115,66,1023
1120,66,1023
1125,66,1023
1130,66,1023
1135,66,1023
1140,66,1023
1145,66,1023
1150,67,1023
1155,67,1023
1160,69,1023
1165,69,1023
1170,67,1023
1175,67,1023
1180,67,1023
1185,70,1023
1190,70,1015
1195,68,1023
1200,68,1023
1205,68,1023
1210,68,1023
1215,68,1023
1220,68,1023
1225,68,1023
1230,69,1023
1235,69,1023
1240,70,1023
1245,70,1023
1250,68,1023
1255,68,1023
1260,68,1023
1265,68,1023
1270,68,1023
1275,68,1023
1280,68,1023
1285,70,1023
1290,70,1023
1295,68,1023
1300,68,1023
1305,69,1023
1310,69,1023
1315,71,1023
1320,71,1023
1325,71,1023
1330,70,1023
1335,70,1023
1340,70,1023
1345,70,1023
1350,71,1023
1355,71,1023
1360,69,1023
1365,69,1023
1370,69,1023
1375,69,1023
1380,69,1023
1385,69,1023
1390,69,1023
1395,68,1023
1400,68,1023
1405,70,1023
1410,70,1023
1415,70,1023
1420,70,1023
1425,70,1022
1430,71,1023
1435,71,1023
1440,69,1023
1445,69,1023
1450,69,1023
1455,69,1023
1460,69,1023
1465,68,1023
1470,68,1023
1475,69,1023
1480,69,1023
1485,70,1023
1490,70,1023
1495,70,1023
1500,70,1023
1505,70,1023
1510,68,1023
1515,68,1023
1520,68,1023
1525,68,1023
1530,67,1023
1535,67,1023
1540,70,1023
1545,70,1023
1550,70,1023
1555,71,1023
1560,71,1023
1565,71,1023
1570,71,1023
1575,72,1023
1580,72,1023
1585,70,1023
1590,70,1023
1595,71,1023
1600,71,1023
1605,71,1023
1610,69,1023
1615,69,1023
1620,70,1023
1625,70,1009
1630,71,1023
1635,71,1023
1640,69,1023
1645,69,1023
1650,69,1023
1655,70,1023
1660,70,1023
1665,69,1023
1670,69,1023
1675,68,1023
1680,68,1023
1685,69,1023
1690,69,1023
1695,69,1023
1700,71,1023
1705,71,1023
1710,68,1023
1715,68,1023
1720,69,1023
1725,69,1023
1730,68,1023
1735,68,1023
1740,68,1023
1745,67,1023
1750,67,1023
1755,69,1023
1760,69,1023
1765,68,1023
1770,68,1023
1775,67,1023
1780,67,1023
1785,67,1023
1790,68,1023
1795,68,1023
1800,69,1023
