0,36
5,36
10,36
15,35
20,35
25,33
30,33
35,33
40,35
45,35
50,35
55,35
60,37
65,37
70,37
75,35
80,35
85,34
90,34
95,33
100,33
105,33
110,34
115,34
120,36
125,36
130,34
135,34
140,35
145,35
150,35
155,34
160,34
165,34
170,34
175,34
180,35
185,35
190,34
195,34
200,37
205,37
210,34
215,34
220,34
225,34
230,34
235,34
240,34
245,34
250,34
255,34
260,33
265,33
270,33
275,33
280,34
285,34
290,34
295,34
300,34
305,33
310,33
315,35
320,35
325,35
330,34
335,34
340,35
345,35
350,36
355,36
360,36
365,34
370,34
375,37
380,37
385,35
390,35
395,35
400,32
405,32
410,34
415,34
420,33
425,33
430,33
435,37
440,37
445,34
450,34
455,35
460,35
465,35
470,33
475,33
480,36
485,36
490,36
495,36
500,36
505,33
510,33
515,34
520,34
525,35
530,35
535,35
540,35
545,35
550,36
555,36
560,35
565,35
570,35
575,35
580,35
585,34
590,34
595,33
600,33
605,33
610,35
615,35
620,34
625,34
630,34
635,37
640,37
645,36
650,36
655,36
660,36
665,34
670,34
675,34
680,31
685,31
690,35
695,35
700,35
705,35
710,35
715,36
720,36
725,32
730,32
735,33
740,33
745,33
750,34
755,34
760,35
765,35
770,38
775,38
780,38
785,36
790,36
795,35
800,35
805,34
810,34
815,34
820,35
825,35
830,33
835,33
840,38
845,38
850,38
855,37
860,37
865,38
870,38
875,35
880,35
885,35
890,37
895,37
900,35
905,35
910,35
915,34
920,34
925,37
930,37
935,34
940,34
945,35
950,35
955,35
960,34
965,34
970,35
975,35
980,34
985,34
990,34
995,36
1000,36
1005,34
1010,34
1015,34
1020,36
1025,36
1030,34
1035,34
1040,35
1045,35
1050,35
1055,35
1060,35
1065,34
1070,34
1075,33
1080,33
1085,33
1090,37
1095,37
1100,33
1105,33
1110,33
1115,33
1120,33
1125,34
1130,34
1135,35
1140,35
1145,34
1150,34
1155,34
1160,34
1165,34
1170,33
1175,33
1180,33
1185,35
1190,35
1195,39
1200,39
1205,36
1210,36
1215,36
1220,37
1225,37
1230,35
1235,35
1240,38
1245,38
1250,38
1255,36
1260,36
1265,35
1270,35
1275,35
1280,38
1285,38
1290,35
1295,35
1300,35
1305,35
1310,35
1315,35
1320,35
1325,35
1330,35
1335,35
1340,34
1345,34
1350,34
1355,34
1360,36
1365,36
1370,36
1375,38
1380,38
1385,34
1390,34
1395,34
1400,34
1405,34
1410,34
1415,34
1420,35
1425,35
1430,35
1435,35
1440,35
1445,35
1450,35
1455,34
1460,34
1465,34
1470,36
1475,36
1480,38
1485,38
1490,36
1495,36
1500,36
1505,34
1510,34
1515,34
1520,34
1525,34
1530,35
1535,35
1540,34
1545,34
1550,33
1555,33
1560,33
1565,34
1570,34
1575,34
1580,34
1585,36
1590,36
1595,36
1600,34
1605,34
1610,35
1615,35
1620,36
1625,36
1630,36
1635,37
1640,37
1645,34
1650,34
1655,34
1660,34
1665,34
1670,36
1675,36
1680,34
1685,34
1690,34
1695,35
1700,35
1705,36
1710,36
1715,36
1720,36
1725,36
1730,33
1735,33
1740,36
1745,36
1750,35
1755,35
1760,35
1765,36
1770,36
1775,35
1780,35
1785,36
1790,36
1795,36
1800,35
1805,35
1810,35
1815,35
1820,35
1825,35
1830,35
1835,36
1840,36
1845,35
1850,35
1855,35
1860,35
1865,35
1870,35
1875,35
1880,38
1885,38
1890,38
1895,34
1900,34
1905,36
1910,36
1915,36
1920,37
1925,37
1930,35
1935,35
1940,34
1945,34
1950,34
1955,35
1960,35
1965,36
1970,36
1975,33
1980,33
1985,33
1990,34
1995,34
2000,35
